model,provider,model_returned,mode,reasoning,show_thinking,task,item_index,answer_expected,answer_given,parsed,correct,input_tokens,cached_input_tokens,output_tokens,reasoning_tokens,time_to_first_thinking_ms,time_to_first_answer_token_ms,total_latency_ms,finish_reason
Claude Sonnet 5,anthropic,claude-sonnet-5,high,high,True,extraction,4,9200,9200,True,True,323,0,31,19,1143.66869999958,3195.0396000002,3278.5156999998435,stop
Claude Sonnet 5,anthropic,claude-sonnet-5,lowest,off,False,extraction,4,9200,9200,True,True,323,0,59,0,,961.415599999782,1832.871999999952,stop
Claude Sonnet 5,anthropic,claude-sonnet-5,high,high,True,extraction,5,7781,7781,True,True,320,0,22,11,897.6984999999331,2060.239200000069,2062.898799999857,stop
Claude Sonnet 5,anthropic,claude-sonnet-5,lowest,off,False,extraction,5,7781,7781,True,True,320,0,30,0,,787.4061000002257,991.8309000004228,stop
Claude Sonnet 5,anthropic,claude-sonnet-5,high,high,True,extraction,6,9404,9404,True,True,324,0,33,19,1065.733899999941,2687.1488999995563,2699.858099999801,stop
Claude Sonnet 5,anthropic,claude-sonnet-5,lowest,off,False,extraction,6,9404,9404,True,True,324,0,32,0,,1079.0600999998787,1972.5124999995387,stop
Claude Sonnet 5,anthropic,claude-sonnet-5,high,high,True,extraction,7,3190,3190,True,True,322,0,29,17,719.7161999993114,1821.5936999995392,1822.9704999994283,stop
Claude Sonnet 5,anthropic,claude-sonnet-5,lowest,off,False,extraction,7,3190,3190,True,True,322,0,62,0,,984.793599999648,1450.0950999999986,stop
Claude Sonnet 5,anthropic,claude-sonnet-5,high,high,True,extraction,8,4741,4741,True,True,317,0,14,0,,1115.7711000005293,1714.2069000001356,stop
Claude Sonnet 5,anthropic,claude-sonnet-5,lowest,off,False,extraction,8,4741,4741,True,True,317,0,57,0,,1086.990899999364,2015.0272000000768,stop
Claude Sonnet 5,anthropic,claude-sonnet-5,high,high,True,extraction,9,3694,3694,True,True,319,0,31,19,1094.8321000005308,2640.6772999998793,2662.3175000004267,stop
Claude Sonnet 5,anthropic,claude-sonnet-5,lowest,off,False,extraction,9,3694,3694,True,True,319,0,62,0,,1403.726400000778,2118.665200000578,stop
Claude Sonnet 5,anthropic,claude-sonnet-5,high,high,True,extraction,10,4774,4774,True,True,321,0,29,17,1049.8267999992095,1964.4014999994397,1967.4570999995922,stop
Claude Sonnet 5,anthropic,claude-sonnet-5,lowest,off,False,extraction,10,4774,4774,True,True,321,0,60,0,,1151.5785000001415,1969.7697999999946,stop
Claude Sonnet 5,anthropic,claude-sonnet-5,high,high,True,extraction,11,3046,3046,True,True,320,0,31,19,1116.3855000004332,2424.531100000422,2429.1309000000183,stop
Claude Sonnet 5,anthropic,claude-sonnet-5,lowest,off,False,extraction,11,3046,3046,True,True,320,0,11,0,,1170.5460999992283,1723.175999999512,stop
Claude Sonnet 5,anthropic,claude-sonnet-5,high,high,True,extraction,12,4078,4078,True,True,321,0,31,19,1237.6938999996128,2465.963799999372,2477.4822999997923,stop
Claude Sonnet 5,anthropic,claude-sonnet-5,lowest,off,False,extraction,12,4078,4078,True,True,321,0,14,0,,1147.8462000004583,1788.2665000006455,stop
Claude Sonnet 5,anthropic,claude-sonnet-5,high,high,True,extraction,13,6957,6957,True,True,322,0,31,19,1366.5751999997156,2722.808200000145,2730.9434999997393,stop
Claude Sonnet 5,anthropic,claude-sonnet-5,lowest,off,False,extraction,13,6957,6957,True,True,322,0,11,0,,1191.2548000000243,1817.1384999996008,stop
Claude Sonnet 5,anthropic,claude-sonnet-5,high,high,True,extraction,14,6053,6053,True,True,316,0,30,19,1104.71409999991,2468.367500000568,2471.3581000005433,stop
Claude Sonnet 5,anthropic,claude-sonnet-5,lowest,off,False,extraction,14,6053,6053,True,True,316,0,32,0,,1156.995299999835,1992.1512000000803,stop
Claude Sonnet 5,anthropic,claude-sonnet-5,high,high,True,extraction,15,7905,7905,True,True,322,0,24,12,1021.2412000000768,2334.5278000006147,2337.408000000323,stop
Claude Sonnet 5,anthropic,claude-sonnet-5,lowest,off,False,extraction,15,7905,7905,True,True,322,0,59,0,,980.4103999995277,1289.9741999999605,stop
Claude Sonnet 5,anthropic,claude-sonnet-5,high,high,True,extraction,16,4759,4759,True,True,315,0,20,9,978.4062999997332,1766.7937999995047,1768.39740000014,stop
Claude Sonnet 5,anthropic,claude-sonnet-5,lowest,off,False,extraction,16,4759,4759,True,True,315,0,32,0,,1022.8553999995711,1811.154400000305,stop
Claude Sonnet 5,anthropic,claude-sonnet-5,high,high,True,extraction,17,8800,8800,True,True,316,0,31,19,791.4319000001342,1625.6898999999976,1628.4327000003032,stop
Claude Sonnet 5,anthropic,claude-sonnet-5,lowest,off,False,extraction,17,8800,8800,True,True,316,0,32,0,,1067.5258999999642,1857.6861999999892,stop
Claude Sonnet 5,anthropic,claude-sonnet-5,high,high,True,extraction,18,8414,8414,True,True,324,0,31,19,1126.8629999995028,2173.343799999202,2175.6622999992032,stop
Claude Sonnet 5,anthropic,claude-sonnet-5,lowest,off,False,extraction,18,8414,8414,True,True,324,0,11,0,,1151.7014000000927,1721.2257000001046,stop
Claude Sonnet 5,anthropic,claude-sonnet-5,high,high,True,extraction,19,6753,6753,True,True,330,0,21,9,1025.4801999999472,1963.9439000000039,1966.961099999935,stop
Claude Sonnet 5,anthropic,claude-sonnet-5,lowest,off,False,extraction,19,6753,6753,True,True,330,0,59,0,,1092.674999999872,1986.194500000238,stop
Claude Sonnet 5,anthropic,claude-sonnet-5,high,high,True,extraction,20,8182,8182,True,True,321,0,24,12,1054.9959999998464,1896.8585999991774,1898.9080999999715,stop
Claude Sonnet 5,anthropic,claude-sonnet-5,lowest,off,False,extraction,20,8182,8182,True,True,321,0,31,0,,1183.937099999639,1866.7934999994031,stop
Claude Sonnet 5,anthropic,claude-sonnet-5,high,high,True,extraction,21,5088,5088,True,True,318,0,27,12,1234.255800000028,2679.7952999995687,2683.443300000363,stop
Claude Sonnet 5,anthropic,claude-sonnet-5,lowest,off,False,extraction,21,5088,5088,True,True,318,0,32,0,,1187.2906000007788,1947.5327000000107,stop
Claude Sonnet 5,anthropic,claude-sonnet-5,high,high,True,extraction,22,7147,7147,True,True,322,0,31,19,1102.3094000001947,2676.325200000065,2682.585300000028,stop
Claude Sonnet 5,anthropic,claude-sonnet-5,lowest,off,False,extraction,22,7147,7147,True,True,322,0,62,0,,1251.0758999997051,2213.502900000094,stop
Claude Sonnet 5,anthropic,claude-sonnet-5,high,high,True,extraction,23,2938,2938,True,True,319,0,31,19,992.3114000002897,1876.6326000004483,1886.9892000002437,stop
Claude Sonnet 5,anthropic,claude-sonnet-5,lowest,off,False,extraction,23,2938,2938,True,True,319,0,59,0,,1222.9894999991302,2119.181799999751,stop
Claude Sonnet 5,anthropic,claude-sonnet-5,high,high,True,extraction,24,7958,7958,True,True,321,0,31,19,1478.994999999486,2355.928500000118,2359.900800000105,stop
Claude Sonnet 5,anthropic,claude-sonnet-5,lowest,off,False,extraction,24,7958,7958,True,True,321,0,62,0,,1452.0851999996012,1954.0790999999444,stop
Claude Sonnet 5,anthropic,claude-sonnet-5,high,high,True,extraction,25,2860,2860,True,True,321,0,23,12,810.0023999995756,1722.1448000000237,1724.7301999996125,stop
Claude Sonnet 5,anthropic,claude-sonnet-5,lowest,off,False,extraction,25,2860,2860,True,True,321,0,30,0,,881.8643999993583,1082.854000000225,stop
Claude Sonnet 5,anthropic,claude-sonnet-5,high,high,True,extraction,26,2379,2379,True,True,326,0,31,19,1367.8064999994604,2504.758699999911,2509.9449999997887,stop
Claude Sonnet 5,anthropic,claude-sonnet-5,lowest,off,False,extraction,26,2379,2379,True,True,326,0,41,0,,1214.5226000002367,2073.721900000237,stop
Claude Sonnet 5,anthropic,claude-sonnet-5,high,high,True,extraction,27,3703,3703,True,True,316,0,31,19,795.7181000001583,1644.088200000624,1646.5447000000495,stop
Claude Sonnet 5,anthropic,claude-sonnet-5,lowest,off,False,extraction,27,3703,3703,True,True,316,0,60,0,,1717.08419999959,1983.9362000002438,stop
Claude Sonnet 5,anthropic,claude-sonnet-5,high,high,True,extraction,28,8316,8316,True,True,322,0,20,9,2386.688999999933,2543.6859999999797,2546.0053000006155,stop
Claude Sonnet 5,anthropic,claude-sonnet-5,lowest,off,False,extraction,28,8316,8316,True,True,322,0,63,0,,1099.3565999997372,2038.9982999995482,stop
Claude Sonnet 5,anthropic,claude-sonnet-5,high,high,True,extraction,29,2063,2063,True,True,327,0,20,9,1035.4365000002872,2528.5181999997803,2532.5138999996852,stop
Claude Sonnet 5,anthropic,claude-sonnet-5,lowest,off,False,extraction,29,2063,2063,True,True,327,0,34,0,,1554.3070000003354,2208.833300000151,stop
Claude Sonnet 5,anthropic,claude-sonnet-5,high,high,True,state-tracking,0,135,135,True,True,359,0,52,43,1136.0642999998163,3041.9451999996454,3047.877199999675,stop
Claude Sonnet 5,anthropic,claude-sonnet-5,lowest,off,False,state-tracking,0,135,135,True,True,359,0,68,0,,970.2194000001327,1850.557600000684,stop
Claude Sonnet 5,anthropic,claude-sonnet-5,high,high,True,state-tracking,1,265,265,True,True,423,0,76,66,928.6096000005273,2712.5201999997444,2723.303300000225,stop
Claude Sonnet 5,anthropic,claude-sonnet-5,lowest,off,False,state-tracking,1,265,265,True,True,423,0,235,0,,1010.5067000004055,2502.790499999719,stop
Claude Sonnet 5,anthropic,claude-sonnet-5,high,high,True,state-tracking,2,195,195,True,True,522,0,134,124,1125.5701999998564,4254.5764000005875,4259.363099999973,stop
Claude Sonnet 5,anthropic,claude-sonnet-5,lowest,off,False,state-tracking,2,195,195,True,True,522,0,141,0,,1235.2670999998736,2663.227299999562,stop
Claude Sonnet 5,anthropic,claude-sonnet-5,high,high,True,state-tracking,3,150,150,True,True,400,0,101,91,1062.8108000000793,4524.956199999906,4526.1696999996275,stop
Claude Sonnet 5,anthropic,claude-sonnet-5,lowest,off,False,state-tracking,3,150,150,True,True,400,0,153,0,,1347.5626999997985,2380.5963999993764,stop
Claude Sonnet 5,anthropic,claude-sonnet-5,high,high,True,state-tracking,4,45,45,True,True,399,0,42,33,1112.81020000024,3922.620999999708,3926.797799999804,stop
Claude Sonnet 5,anthropic,claude-sonnet-5,lowest,off,False,state-tracking,4,45,45,True,True,399,0,63,0,,812.2819000000163,1830.7873000003383,stop
Claude Sonnet 5,anthropic,claude-sonnet-5,high,high,True,state-tracking,5,60,60,True,True,494,0,49,40,1057.7701999991405,2335.6382999991183,2340.016299999661,stop
Claude Sonnet 5,anthropic,claude-sonnet-5,lowest,off,False,state-tracking,5,60,60,True,True,494,0,59,0,,914.0427000002092,1708.5979000003135,stop
Claude Sonnet 5,anthropic,claude-sonnet-5,high,high,True,state-tracking,6,200,200,True,True,451,0,97,87,937.8390000001673,3752.9594999996334,3756.257199999709,stop
Claude Sonnet 5,anthropic,claude-sonnet-5,lowest,off,False,state-tracking,6,200,200,True,True,451,0,174,0,,932.7490999994552,2268.0591999996977,stop
Claude Sonnet 5,anthropic,claude-sonnet-5,high,high,True,state-tracking,7,155,155,True,True,468,0,312,302,1043.1093000006513,5007.641000000149,5009.883400000035,stop
Claude Sonnet 5,anthropic,claude-sonnet-5,lowest,off,False,state-tracking,7,155,155,True,True,468,0,373,0,,878.1988999999157,3317.613000000165,stop
Claude Sonnet 5,anthropic,claude-sonnet-5,high,high,True,state-tracking,8,40,40,True,True,509,0,87,77,1120.464799999354,4056.576099999802,4058.9041999992332,stop
Claude Sonnet 5,anthropic,claude-sonnet-5,lowest,off,False,state-tracking,8,40,40,True,True,509,0,421,0,,1024.6498000005886,3713.2141000001866,stop
Claude Sonnet 5,anthropic,claude-sonnet-5,high,high,True,state-tracking,9,30,30,True,True,480,0,95,85,1272.105800000645,4858.313600000656,4860.34760000075,stop
Claude Sonnet 5,anthropic,claude-sonnet-5,lowest,off,False,state-tracking,9,30,30,True,True,480,0,133,0,,831.104800000503,2100.691600000573,stop
Claude Sonnet 5,anthropic,claude-sonnet-5,high,high,True,state-tracking,10,50,50,True,True,399,0,38,29,1131.4001999999164,2986.4467999996123,2993.561999999656,stop
Claude Sonnet 5,anthropic,claude-sonnet-5,lowest,off,False,state-tracking,10,50,50,True,True,399,0,34,0,,1164.3142000002626,1886.1463000002914,stop
Claude Sonnet 5,anthropic,claude-sonnet-5,high,high,True,state-tracking,11,140,140,True,True,379,0,35,26,922.3267999996096,2562.1089999995093,2567.606099999466,stop
Claude Sonnet 5,anthropic,claude-sonnet-5,lowest,off,False,state-tracking,11,140,140,True,True,379,0,42,0,,1914.6818999997777,2137.556399999994,stop
Claude Sonnet 5,anthropic,claude-sonnet-5,high,high,True,state-tracking,12,130,130,True,True,355,0,70,31,1104.050300000381,3495.4705000000104,3498.6557000001994,stop
Claude Sonnet 5,anthropic,claude-sonnet-5,lowest,off,False,state-tracking,12,130,130,True,True,355,0,113,0,,1140.9084999995684,2328.4332000002905,stop
Claude Sonnet 5,anthropic,claude-sonnet-5,high,high,True,state-tracking,13,170,170,True,True,495,0,325,315,888.5448000000906,5211.72579999984,5213.744499999848,stop
Claude Sonnet 5,anthropic,claude-sonnet-5,lowest,off,False,state-tracking,13,170,170,True,True,495,0,452,0,,1651.9902999998521,4391.230999999607,stop
Claude Sonnet 5,anthropic,claude-sonnet-5,high,high,True,state-tracking,14,275,275,True,True,406,0,37,28,1105.7843000007779,3498.9902000006623,3500.6130000001576,stop
Claude Sonnet 5,anthropic,claude-sonnet-5,lowest,off,False,state-tracking,14,275,275,True,True,406,0,46,0,,999.1792999999234,1749.8764000001756,stop
Claude Sonnet 5,anthropic,claude-sonnet-5,high,high,True,state-tracking,15,110,110,True,True,390,0,39,30,1008.8915999995152,3305.4754999993747,3312.6356999991913,stop
Claude Sonnet 5,anthropic,claude-sonnet-5,lowest,off,False,state-tracking,15,110,110,True,True,390,0,70,0,,1198.324799999682,2179.597399999693,stop
Claude Sonnet 5,anthropic,claude-sonnet-5,high,high,True,state-tracking,16,140,140,True,True,484,0,90,80,1206.5597000000707,4445.721300000514,4450.4792000007,stop
Claude Sonnet 5,anthropic,claude-sonnet-5,lowest,off,False,state-tracking,16,140,140,True,True,484,0,403,0,,1000.6718999993609,3826.9092999998975,stop
Claude Sonnet 5,anthropic,claude-sonnet-5,high,high,True,state-tracking,17,30,30,True,True,355,0,31,22,1167.2135999997408,2954.5176999999967,2960.0089000005028,stop
Claude Sonnet 5,anthropic,claude-sonnet-5,lowest,off,False,state-tracking,17,30,30,True,True,355,0,88,0,,747.1775999993042,1363.6866999995618,stop
Claude Sonnet 5,anthropic,claude-sonnet-5,high,high,True,state-tracking,18,55,55,True,True,514,0,187,177,1022.4209000007249,4856.9187000002785,4859.264500000791,stop
Claude Sonnet 5,anthropic,claude-sonnet-5,lowest,off,False,state-tracking,18,55,55,True,True,514,0,207,0,,1034.8100000001068,2388.1375999999364,stop
Claude Sonnet 5,anthropic,claude-sonnet-5,high,high,True,state-tracking,19,35,35,True,True,450,0,100,90,1194.1993000000366,4407.924099999946,4409.850500000175,stop
Claude Sonnet 5,anthropic,claude-sonnet-5,lowest,off,False,state-tracking,19,35,35,True,True,450,0,431,0,,1049.9160000008487,3839.975200000481,stop
Claude Sonnet 5,anthropic,claude-sonnet-5,high,high,True,state-tracking,20,45,45,True,True,395,0,57,47,818.9320999999836,2848.7762000004295,2872.27780000012,stop
Claude Sonnet 5,anthropic,claude-sonnet-5,lowest,off,False,state-tracking,20,45,45,True,True,395,0,57,0,,1163.2244000002174,2065.9050000003845,stop
Claude Sonnet 5,anthropic,claude-sonnet-5,high,high,True,state-tracking,21,50,50,True,True,480,0,323,313,802.5770000003831,4916.009999999915,4920.397900000353,stop
Claude Sonnet 5,anthropic,claude-sonnet-5,lowest,off,False,state-tracking,21,50,50,True,True,480,0,365,0,,872.6794999993217,3094.232099999317,stop
Claude Sonnet 5,anthropic,claude-sonnet-5,high,high,True,state-tracking,22,25,25,True,True,393,0,65,55,1139.538200000061,3603.0116000001726,3616.992499999469,stop
Claude Sonnet 5,anthropic,claude-sonnet-5,lowest,off,False,state-tracking,22,25,25,True,True,393,0,303,0,,1069.1484999997556,3165.917100000115,stop
Claude Sonnet 5,anthropic,claude-sonnet-5,high,high,True,state-tracking,23,45,45,True,True,504,0,68,58,2102.227100000164,4794.984000000113,4799.010600000656,stop
Claude Sonnet 5,anthropic,claude-sonnet-5,lowest,off,False,state-tracking,23,45,45,True,True,504,0,198,0,,1189.668399999391,2859.7540999999183,stop
Claude Sonnet 5,anthropic,claude-sonnet-5,high,high,True,state-tracking,24,60,60,True,True,354,0,65,55,945.6895000002987,3908.6264999996274,3911.0858000003645,stop
Claude Sonnet 5,anthropic,claude-sonnet-5,lowest,off,False,state-tracking,24,60,60,True,True,354,0,133,0,,945.5362999997305,2058.200299999953,stop
Claude Sonnet 5,anthropic,claude-sonnet-5,high,high,True,state-tracking,25,95,95,True,True,505,0,368,358,775.3859000004013,4335.228599999937,4338.928500000293,stop
Claude Sonnet 5,anthropic,claude-sonnet-5,lowest,off,False,state-tracking,25,95,95,True,True,505,0,428,0,,1122.883500000171,3847.375300000749,stop
Claude Sonnet 5,anthropic,claude-sonnet-5,high,high,True,state-tracking,26,205,205,True,True,492,0,68,58,914.1508000002432,3733.4767000002103,3745.9374999998545,stop
Claude Sonnet 5,anthropic,claude-sonnet-5,lowest,off,False,state-tracking,26,205,205,True,True,492,0,374,0,,996.1941999999908,3551.384500000495,stop
Claude Sonnet 5,anthropic,claude-sonnet-5,high,high,True,state-tracking,27,145,145,True,True,489,0,147,137,1075.3254000001107,4883.5738999996465,4888.194799999837,stop
Claude Sonnet 5,anthropic,claude-sonnet-5,lowest,off,False,state-tracking,27,145,145,True,True,489,0,420,0,,1129.5632999999725,3968.274500000007,stop
Claude Sonnet 5,anthropic,claude-sonnet-5,high,high,True,state-tracking,28,50,50,True,True,398,0,267,257,810.5547000004663,4177.102300000115,4179.172400000425,stop
Claude Sonnet 5,anthropic,claude-sonnet-5,lowest,off,False,state-tracking,28,50,50,True,True,398,0,427,0,,950.2769000000626,3744.221199999629,stop
Claude Sonnet 5,anthropic,claude-sonnet-5,high,high,True,state-tracking,29,135,135,True,True,499,0,398,388,1182.7438000000257,5392.411700000594,5394.510500000251,stop
Claude Sonnet 5,anthropic,claude-sonnet-5,lowest,off,False,state-tracking,29,135,135,True,True,499,0,547,0,,1144.0677000000505,4714.267700000164,stop
GPT-5.6 Terra,openai,gpt-5.6-terra,high,high,True,arithmetic,0,77,77,True,True,70,0,41,31,674.8897999996188,2304.3902999997954,2337.7253999997265,stop
GPT-5.6 Terra,openai,gpt-5.6-terra,lowest,off,False,arithmetic,0,77,77,True,True,70,0,8,0,,900.9667999998783,1012.3950999995941,stop
GPT-5.6 Terra,openai,gpt-5.6-terra,high,high,True,arithmetic,1,45,45,True,True,65,0,8,0,,870.4299000000901,1029.5022999998764,stop
GPT-5.6 Terra,openai,gpt-5.6-terra,lowest,off,False,arithmetic,1,45,45,True,True,65,0,8,0,,772.5012999999308,1002.4221000003308,stop
GPT-5.6 Terra,openai,gpt-5.6-terra,high,high,True,arithmetic,2,925,925,True,True,70,0,36,26,727.5612000003093,2636.379499999748,2683.3980000001247,stop
GPT-5.6 Terra,openai,gpt-5.6-terra,lowest,off,False,arithmetic,2,925,925,True,True,70,0,8,0,,749.2996000000858,1033.313200000066,stop
GPT-5.6 Terra,openai,gpt-5.6-terra,high,high,True,arithmetic,3,48,48,True,True,67,0,30,20,1512.2194999994463,4987.261799999942,5252.936400000181,stop
GPT-5.6 Terra,openai,gpt-5.6-terra,lowest,off,False,arithmetic,3,48,48,True,True,67,0,8,0,,923.8963999996486,1138.9797000001636,stop
GPT-5.6 Terra,openai,gpt-5.6-terra,high,high,True,arithmetic,4,91,91,True,True,68,0,46,36,723.9945999999691,3023.7289999995483,3085.951500000192,stop
GPT-5.6 Terra,openai,gpt-5.6-terra,lowest,off,False,arithmetic,4,91,91,True,True,68,0,8,0,,814.7801999994044,938.677899999675,stop
GPT-5.6 Terra,openai,gpt-5.6-terra,high,high,True,arithmetic,5,143,143,True,True,70,0,41,31,988.8299000003826,2528.9425999999366,2633.865099999639,stop
GPT-5.6 Terra,openai,gpt-5.6-terra,lowest,off,False,arithmetic,5,143,143,True,True,70,0,8,0,,725.6231000001208,909.0701999994053,stop
GPT-5.6 Terra,openai,gpt-5.6-terra,high,high,True,arithmetic,6,96,96,True,True,65,0,32,22,817.8169000002526,2156.72799999993,2270.3549000007115,stop
GPT-5.6 Terra,openai,gpt-5.6-terra,lowest,off,False,arithmetic,6,96,96,True,True,65,0,8,0,,652.5018999991516,833.8061999993442,stop
GPT-5.6 Terra,openai,gpt-5.6-terra,high,high,True,arithmetic,7,700,700,True,True,70,0,32,22,679.2273999999452,2082.4000999991767,2176.787499999591,stop
GPT-5.6 Terra,openai,gpt-5.6-terra,lowest,off,False,arithmetic,7,700,700,True,True,70,0,8,0,,1138.32420000017,1215.527800000018,stop
GPT-5.6 Terra,openai,gpt-5.6-terra,high,high,True,arithmetic,8,273,273,True,True,67,0,36,26,954.1605000003983,2482.1271999999226,2530.562699999791,stop
GPT-5.6 Terra,openai,gpt-5.6-terra,lowest,off,False,arithmetic,8,273,273,True,True,67,0,8,0,,2817.4154000000726,2962.02970000013,stop
GPT-5.6 Terra,openai,gpt-5.6-terra,high,high,True,arithmetic,9,8,8,True,True,68,0,40,30,637.7406999999948,2808.4521999999197,2884.62250000066,stop
GPT-5.6 Terra,openai,gpt-5.6-terra,lowest,off,False,arithmetic,9,8,8,True,True,68,0,8,0,,770.078999999896,962.1280000001207,stop
GPT-5.6 Terra,openai,gpt-5.6-terra,high,high,True,arithmetic,10,84,84,True,True,70,0,40,30,677.1574000003966,2226.5431000005265,2281.423999999788,stop
GPT-5.6 Terra,openai,gpt-5.6-terra,lowest,off,False,arithmetic,10,84,84,True,True,70,0,8,0,,2082.1036999996068,2436.433599999873,stop
GPT-5.6 Terra,openai,gpt-5.6-terra,high,high,True,arithmetic,11,74,74,True,True,65,0,40,30,681.8156999997882,1236.911400000281,1346.4779000005365,stop
GPT-5.6 Terra,openai,gpt-5.6-terra,lowest,off,False,arithmetic,11,74,74,True,True,65,0,8,0,,912.2339000000466,1183.7602999999035,stop
GPT-5.6 Terra,openai,gpt-5.6-terra,high,high,True,arithmetic,12,350,350,True,True,69,0,8,0,,827.576599999702,984.8512999997183,stop
GPT-5.6 Terra,openai,gpt-5.6-terra,lowest,off,False,arithmetic,12,350,350,True,True,69,0,8,0,,967.4862000001667,1143.0258999998841,stop
GPT-5.6 Terra,openai,gpt-5.6-terra,high,high,True,arithmetic,13,441,441,True,True,67,0,37,27,1181.832199999917,3718.8887999998315,3769.2187999998623,stop
GPT-5.6 Terra,openai,gpt-5.6-terra,lowest,off,False,arithmetic,13,441,441,True,True,67,0,8,0,,855.8861999999863,1115.3141000004325,stop
GPT-5.6 Terra,openai,gpt-5.6-terra,high,high,True,arithmetic,14,13,13,True,True,68,0,32,22,720.1189999996132,2138.6183000004166,2319.224800000484,stop
GPT-5.6 Terra,openai,gpt-5.6-terra,lowest,off,False,arithmetic,14,13,13,True,True,68,0,8,0,,672.9602000004888,824.2608000000473,stop
GPT-5.6 Terra,openai,gpt-5.6-terra,high,high,True,arithmetic,15,105,105,True,True,70,0,54,44,2359.7177000001466,6909.740600000077,7180.775499999982,stop
GPT-5.6 Terra,openai,gpt-5.6-terra,lowest,off,False,arithmetic,15,105,105,True,True,70,0,8,0,,704.7425000000658,932.1513000004416,stop
GPT-5.6 Terra,openai,gpt-5.6-terra,high,high,True,arithmetic,16,60,60,True,True,65,0,8,0,,795.9909000001062,1124.7847000004185,stop
GPT-5.6 Terra,openai,gpt-5.6-terra,lowest,off,False,arithmetic,16,60,60,True,True,65,0,8,0,,986.1484999992172,1203.05769999959,stop
GPT-5.6 Terra,openai,gpt-5.6-terra,high,high,True,arithmetic,17,1650,1650,True,True,70,0,48,37,1482.984899999792,8232.706799999505,8324.816999999712,stop
GPT-5.6 Terra,openai,gpt-5.6-terra,lowest,off,False,arithmetic,17,1650,1650,True,True,70,0,9,0,,981.4812000004167,1611.3704999997935,stop
GPT-5.6 Terra,openai,gpt-5.6-terra,high,high,True,arithmetic,18,702,702,True,True,67,0,52,42,2902.419099999861,7028.211200000442,7131.004400000165,stop
GPT-5.6 Terra,openai,gpt-5.6-terra,lowest,off,False,arithmetic,18,702,702,True,True,67,0,8,0,,633.768599999712,828.7959999997838,stop
GPT-5.6 Terra,openai,gpt-5.6-terra,high,high,True,arithmetic,19,222,222,True,True,68,0,44,34,868.469100000766,2519.9001000000862,2564.723200000117,stop
GPT-5.6 Terra,openai,gpt-5.6-terra,lowest,off,False,arithmetic,19,222,222,True,True,68,0,8,0,,798.2017000003907,979.4825999997556,stop
GPT-5.6 Terra,openai,gpt-5.6-terra,high,high,True,arithmetic,20,161,161,True,True,70,0,41,31,2024.7878000000128,4970.626200000879,5104.3563000002905,stop
GPT-5.6 Terra,openai,gpt-5.6-terra,lowest,off,False,arithmetic,20,161,161,True,True,70,0,8,0,,1534.2251000001852,1903.8846000003105,stop
GPT-5.6 Terra,openai,gpt-5.6-terra,high,high,True,arithmetic,21,88,88,True,True,65,0,23,13,1654.9063000002207,2362.560200000189,2571.133800000098,stop
GPT-5.6 Terra,openai,gpt-5.6-terra,lowest,off,False,arithmetic,21,88,88,True,True,65,0,8,0,,1671.8396000001121,2299.5447999999215,stop
GPT-5.6 Terra,openai,gpt-5.6-terra,high,high,True,arithmetic,22,1150,1150,True,True,70,0,9,0,,1320.9524999992937,1331.3619999998991,stop
GPT-5.6 Terra,openai,gpt-5.6-terra,lowest,off,False,arithmetic,22,1150,1150,True,True,70,0,9,0,,714.5145999993474,1092.077700000118,stop
GPT-5.6 Terra,openai,gpt-5.6-terra,high,high,True,arithmetic,23,714,714,True,True,67,0,42,32,867.6161000003049,2509.874800000034,2598.5264000000825,stop
GPT-5.6 Terra,openai,gpt-5.6-terra,lowest,off,False,arithmetic,23,714,714,True,True,67,0,8,0,,1699.2502000002787,2086.322099999961,stop
GPT-5.6 Terra,openai,gpt-5.6-terra,high,high,True,arithmetic,24,68,68,True,True,68,0,54,44,1784.4801000001098,3788.506199999574,3918.4457000001203,stop
GPT-5.6 Terra,openai,gpt-5.6-terra,lowest,off,False,arithmetic,24,68,68,True,True,68,0,8,0,,1785.4206000001795,2236.9674999999916,stop
GPT-5.6 Terra,openai,gpt-5.6-terra,high,high,True,arithmetic,25,74,74,True,True,70,0,43,33,947.0670999999129,2411.81030000007,2473.2426000000487,stop
GPT-5.6 Terra,openai,gpt-5.6-terra,lowest,off,False,arithmetic,25,74,74,True,True,70,0,8,0,,722.0266999993328,894.874599999639,stop
GPT-5.6 Terra,openai,gpt-5.6-terra,high,high,True,arithmetic,26,75,75,True,True,65,0,32,22,724.500999999691,2337.8491000003123,2465.007499999956,stop
GPT-5.6 Terra,openai,gpt-5.6-terra,lowest,off,False,arithmetic,26,75,75,True,True,65,0,8,0,,733.6672000001272,814.8553000000902,stop
GPT-5.6 Terra,openai,gpt-5.6-terra,high,high,True,arithmetic,27,1055,1055,True,True,70,0,36,25,1053.7358999999924,3808.7139999997817,3971.545299999889,stop
GPT-5.6 Terra,openai,gpt-5.6-terra,lowest,off,False,arithmetic,27,1055,1055,True,True,70,0,9,0,,829.9985000003289,1002.6440000001458,stop
GPT-5.6 Terra,openai,gpt-5.6-terra,high,high,True,arithmetic,28,112,112,True,True,67,0,36,26,687.166800000341,2087.4652000002243,2179.7162000002572,stop
GPT-5.6 Terra,openai,gpt-5.6-terra,lowest,off,False,arithmetic,28,112,112,True,True,67,0,8,0,,856.5744999996241,1202.5319999993371,stop
