model,provider,model_returned,mode,reasoning,context_length_tokens,position_percent,fact_index,correct,input_tokens,cached_input_tokens,output_tokens,reasoning_tokens,time_to_first_answer_token_ms,total_latency_ms,finish_reason
Gemini 3.6 Flash,google,gemini-3.6-flash,standard,minimal,4000,75,1,True,3967,,4,,1022.9927000000316,1030.7967000003373,stop
Gemini 3.6 Flash,google,gemini-3.6-flash,standard,minimal,4000,75,2,True,4120,,4,,1733.3144999997785,1737.1275000000423,stop
Gemini 3.6 Flash,google,gemini-3.6-flash,standard,minimal,4000,75,3,True,4114,,4,,4132.825799999864,4142.5037999997585,stop
Gemini 3.6 Flash,google,gemini-3.6-flash,standard,minimal,4000,75,4,True,4056,,4,,5046.24479999984,5058.195699999942,stop
Gemini 3.6 Flash,google,gemini-3.6-flash,standard,minimal,4000,75,5,True,3960,,4,,999.1530000002058,1041.5907999999945,stop
Gemini 3.6 Flash,google,gemini-3.6-flash,standard,minimal,4000,100,0,True,4074,,4,,2699.3660999999065,2704.9802999999883,stop
Gemini 3.6 Flash,google,gemini-3.6-flash,standard,minimal,4000,100,1,True,3968,,4,,1163.2731999998214,1170.9744999998293,stop
Gemini 3.6 Flash,google,gemini-3.6-flash,standard,minimal,4000,100,2,True,4121,,4,,1380.1336000001356,1386.933200000385,stop
Gemini 3.6 Flash,google,gemini-3.6-flash,standard,minimal,4000,100,3,True,4114,,4,,1140.4464000002008,1142.3162000000957,stop
Gemini 3.6 Flash,google,gemini-3.6-flash,standard,minimal,4000,100,4,True,4056,,4,,1206.290699999954,1216.468800000257,stop
Gemini 3.6 Flash,google,gemini-3.6-flash,standard,minimal,4000,100,5,True,3960,,4,,1377.8151999999864,1386.6481999998541,stop
Gemini 3.6 Flash,google,gemini-3.6-flash,standard,minimal,16000,0,0,True,16186,,4,,1105.9868000002098,1143.0276000000958,stop
Gemini 3.6 Flash,google,gemini-3.6-flash,standard,minimal,16000,0,1,True,15851,,4,,1413.8582000000497,1416.6980999998486,stop
Gemini 3.6 Flash,google,gemini-3.6-flash,standard,minimal,16000,0,2,True,16353,,4,,1217.756300000019,1238.3472999999867,stop
Gemini 3.6 Flash,google,gemini-3.6-flash,standard,minimal,16000,0,3,True,16364,,4,,1297.098200000164,1346.8886000000566,stop
Gemini 3.6 Flash,google,gemini-3.6-flash,standard,minimal,16000,0,4,True,16186,,4,,1319.992000000184,1326.0083000000122,stop
Gemini 3.6 Flash,google,gemini-3.6-flash,standard,minimal,16000,0,5,True,15773,,4,,1426.114399999733,1462.5612999998339,stop
Gemini 3.6 Flash,google,gemini-3.6-flash,standard,minimal,16000,25,0,True,16186,,4,,1573.300300000028,1575.839900000119,stop
Gemini 3.6 Flash,google,gemini-3.6-flash,standard,minimal,16000,25,1,True,15851,,4,,1218.7087000002066,1294.2524999998568,stop
Gemini 3.6 Flash,google,gemini-3.6-flash,standard,minimal,16000,25,2,True,16353,,4,,1994.550600000366,1997.3078000002715,stop
Gemini 3.6 Flash,google,gemini-3.6-flash,standard,minimal,16000,25,3,True,16363,,4,,1321.4732000001277,1329.1807000000517,stop
Gemini 3.6 Flash,google,gemini-3.6-flash,standard,minimal,16000,25,4,True,16184,,4,,1281.3538000000335,1334.4391000000542,stop
Gemini 3.6 Flash,google,gemini-3.6-flash,standard,minimal,16000,25,5,True,15772,,4,,1886.6869000003135,1898.8491000000067,stop
Gemini 3.6 Flash,google,gemini-3.6-flash,standard,minimal,16000,50,0,True,16186,,4,,11496.411200000011,11500.095999999985,stop
Gemini 3.6 Flash,google,gemini-3.6-flash,standard,minimal,16000,50,1,True,15851,,4,,1302.2096999998212,1303.6174999997456,stop
Gemini 3.6 Flash,google,gemini-3.6-flash,standard,minimal,16000,50,2,True,16352,,4,,1509.2444000001706,1509.9708000002465,stop
Gemini 3.6 Flash,google,gemini-3.6-flash,standard,minimal,16000,50,3,True,16364,,4,,1201.1575999999877,1247.2155999998904,stop
Gemini 3.6 Flash,google,gemini-3.6-flash,standard,minimal,16000,50,4,True,16185,,4,,1196.968900000229,1234.3089999999393,stop
Gemini 3.6 Flash,google,gemini-3.6-flash,standard,minimal,16000,50,5,True,15772,,4,,2049.6817999996892,2115.515999999843,stop
Gemini 3.6 Flash,google,gemini-3.6-flash,standard,minimal,16000,75,0,True,16186,8173,4,,1129.189000000224,1159.649900000204,stop
Gemini 3.6 Flash,google,gemini-3.6-flash,standard,minimal,16000,75,1,True,15851,,4,,1267.9222000001573,1380.6134999999813,stop
Gemini 3.6 Flash,google,gemini-3.6-flash,standard,minimal,16000,75,2,True,16353,,4,,1455.5998999999247,1456.7535000001044,stop
Gemini 3.6 Flash,google,gemini-3.6-flash,standard,minimal,16000,75,3,True,16364,,4,,1356.4966999997523,1363.757799999803,stop
Gemini 3.6 Flash,google,gemini-3.6-flash,standard,minimal,16000,75,4,True,16186,,4,,1274.8191000000588,1322.0971000000645,stop
Gemini 3.6 Flash,google,gemini-3.6-flash,standard,minimal,16000,75,5,True,15773,,4,,1564.2290999999204,1571.082800000113,stop
Gemini 3.6 Flash,google,gemini-3.6-flash,standard,minimal,16000,100,0,True,16186,8173,4,,1156.8661999999676,1164.460699999836,stop
Gemini 3.6 Flash,google,gemini-3.6-flash,standard,minimal,16000,100,1,True,15851,8173,4,,1145.9846000002472,1149.945900000148,stop
Gemini 3.6 Flash,google,gemini-3.6-flash,standard,minimal,16000,100,2,True,16353,8174,4,,1149.931199999628,1151.666899999782,stop
Gemini 3.6 Flash,google,gemini-3.6-flash,standard,minimal,16000,100,3,True,16364,8174,4,,1405.5199999997967,1407.346399999824,stop
Gemini 3.6 Flash,google,gemini-3.6-flash,standard,minimal,16000,100,4,True,16186,8173,4,,5401.079499999923,5406.050799999775,stop
Gemini 3.6 Flash,google,gemini-3.6-flash,standard,minimal,16000,100,5,True,15773,8173,4,,1158.8503999996647,1179.809899999782,stop
Gemini 3.6 Flash,google,gemini-3.6-flash,standard,minimal,64000,0,0,True,64452,8187,4,,1911.00090000009,1918.5818999999356,stop
Gemini 3.6 Flash,google,gemini-3.6-flash,standard,minimal,64000,0,1,True,63791,8187,4,,1382.98020000002,1436.8918000000122,stop
Gemini 3.6 Flash,google,gemini-3.6-flash,standard,minimal,64000,0,2,True,65076,8187,4,,1567.0945000001666,1625.7089999999152,stop
Gemini 3.6 Flash,google,gemini-3.6-flash,standard,minimal,64000,0,3,True,65092,8187,4,,1578.524600000037,1601.5050999999403,stop
Gemini 3.6 Flash,google,gemini-3.6-flash,standard,minimal,64000,0,4,True,64747,8187,4,,1661.7231000000174,1663.6311999995996,stop
Gemini 3.6 Flash,google,gemini-3.6-flash,standard,minimal,64000,0,5,True,63249,8187,4,,1532.8671000002032,1540.1667999999518,stop
Gemini 3.6 Flash,google,gemini-3.6-flash,standard,minimal,64000,25,0,True,64452,8187,4,,1485.3761999997914,1497.932899999796,stop
Gemini 3.6 Flash,google,gemini-3.6-flash,standard,minimal,64000,25,1,True,63790,8187,4,,1599.4871999996576,1607.4451999998018,stop
Gemini 3.6 Flash,google,gemini-3.6-flash,standard,minimal,64000,25,2,True,65076,8187,4,,1457.0920000001024,1504.9806000001809,stop
Gemini 3.6 Flash,google,gemini-3.6-flash,standard,minimal,64000,25,3,True,65092,8187,4,,1780.851100000291,1825.0126000002638,stop
Gemini 3.6 Flash,google,gemini-3.6-flash,standard,minimal,64000,25,4,True,64747,8187,4,,2303.9283000002797,2351.863300000332,stop
Gemini 3.6 Flash,google,gemini-3.6-flash,standard,minimal,64000,25,5,True,63248,8187,4,,1568.4909999999945,1622.0248999998148,stop
Gemini 3.6 Flash,google,gemini-3.6-flash,standard,minimal,64000,50,0,True,64452,57311,4,,3527.4097000001348,3538.377400000172,stop
Gemini 3.6 Flash,google,gemini-3.6-flash,standard,minimal,64000,50,1,True,63790,8187,4,,1522.1394999998665,1547.0414999999775,stop
Gemini 3.6 Flash,google,gemini-3.6-flash,standard,minimal,64000,50,2,True,65076,8187,4,,1516.718899999887,1548.3288999998877,stop
Gemini 3.6 Flash,google,gemini-3.6-flash,standard,minimal,64000,50,3,True,65092,8187,4,,1551.112600000124,1556.2568000000283,stop
Gemini 3.6 Flash,google,gemini-3.6-flash,standard,minimal,64000,50,4,True,64747,8187,4,,1758.473000000322,1765.1576000002933,stop
Gemini 3.6 Flash,google,gemini-3.6-flash,standard,minimal,64000,50,5,True,63249,8187,4,,2137.574300000324,2140.367800000149,stop
Gemini 3.6 Flash,google,gemini-3.6-flash,standard,minimal,64000,75,0,True,64451,24562,4,,1486.6862999997466,1527.9881999999816,stop
Gemini 3.6 Flash,google,gemini-3.6-flash,standard,minimal,64000,75,1,True,63791,24562,4,,1410.2307000002838,1452.5720999999976,stop
Gemini 3.6 Flash,google,gemini-3.6-flash,standard,minimal,64000,75,2,True,65075,24562,4,,1408.5555999999997,1460.5226000003313,stop
Gemini 3.6 Flash,google,gemini-3.6-flash,standard,minimal,64000,75,3,True,65091,24562,4,,1394.1869000000224,1420.4924999999093,stop
Gemini 3.6 Flash,google,gemini-3.6-flash,standard,minimal,64000,75,4,True,64747,24562,4,,1500.379200000225,1544.0426000000116,stop
Gemini 3.6 Flash,google,gemini-3.6-flash,standard,minimal,64000,75,5,True,63248,24562,4,,1927.4641000001793,2221.855300000243,stop
Gemini 3.6 Flash,google,gemini-3.6-flash,standard,minimal,64000,100,0,True,64452,40937,4,,1417.010499999833,1424.6236999997564,stop
Gemini 3.6 Flash,google,gemini-3.6-flash,standard,minimal,64000,100,1,True,63791,40936,4,,1381.137200000012,1434.1982000000826,stop
Gemini 3.6 Flash,google,gemini-3.6-flash,standard,minimal,64000,100,2,True,65076,40937,4,,1404.6499999999469,1442.9439999998976,stop
Gemini 3.6 Flash,google,gemini-3.6-flash,standard,minimal,64000,100,3,True,65092,40937,4,,1558.1068999999843,1575.3750999997465,stop
Gemini 3.6 Flash,google,gemini-3.6-flash,standard,minimal,64000,100,4,True,64747,40937,4,,1432.0895000000746,1439.1919999998208,stop
Gemini 3.6 Flash,google,gemini-3.6-flash,standard,minimal,64000,100,5,True,63249,40936,4,,1571.3822000002438,1574.0724000002047,stop
